ID;Titolo;content;label
41;No;No, non posso raccomandare questo prodotto. Non ha soddisfatto le mie aspettative e ho riscontrato numerosi problemi durante l'uso.;1
42;Extender funzionate ma non conforme alle caratteristiche tecniche;L'estensore ha funzionato, ma non corrisponde alle specifiche tecniche indicate. Mi aspettavo una maggiore precisione e prestazioni migliori.;1
43;altro che 30- 50 metri solo pochi metri;Questo estensore non copre la distanza dichiarata di 30-50 metri, pu� raggiungere solo pochi metri. Non sono soddisfatto del suo raggio di copertura limitato.;1
44;Qualche problemino;Ho riscontrato alcuni problemi con il prodotto. Non ha funzionato in modo ottimale e mi ha causato qualche inconveniente. Non posso dare una valutazione totalmente positiva.;1
45;Fanno il loro dovere.;Questi prodotti fanno il loro dovere. Sono soddisfatto delle loro prestazioni e li consiglio per l'uso quotidiano.;1
46;Sconsigliato;Sconsigliato. Questo prodotto non ha soddisfatto le mie aspettative. Non funziona come descritto e non lo consiglierei ad altri.;1
47;NON FUNZIONA SU CAT 7 SFTP 25 metri;Purtroppo, questo prodotto non funziona con il cavo CAT 7 SFTP da 25 metri. Ho avuto problemi di connessione e prestazioni. Deludente.;1
48;Ha creato problemi.;L'acquisto di questo prodotto ha creato pi� problemi che benefici. Non sono soddisfatto del suo funzionamento e lo sconsiglio.;1
49;TV OK  ma il telecomando non funziona;La TV � ok, ma il telecomando non funziona correttamente. � frustrante dover lottare per farlo funzionare. Speravo in una migliore esperienza.;1
50;Affidabilità zero;L'affidabilit� di questo prodotto � zero. Si � rotto poco dopo l'acquisto e non ha funzionato come dovrebbe. Sconsigliato.;1
51;PW-HT225PIR Extender;Il PW-HT225PIR Extender � sufficiente, ma non posso definirlo ottimo. Ha alcune limitazioni che possono essere fastidiose.;1
52;Diciamo sufficiente ma non Ottimo;Pessimi. Non ho avuto una buona esperienza con questo prodotto. Non funziona come previsto e sono deluso.;1
53;Pessimi;Non posso fare altro che sconsigliare questo prodotto. Le prestazioni sono scarse e non vale il prezzo pagato.;1
54;Salutable y con attenzione;Il prodotto � salutabile e richiede attenzione nell'uso. � importante seguire le istruzioni per ottenere i migliori risultati.;1
55;su di me non ha funzionato;Purtroppo, questo prodotto non ha funzionato su di me. Non ha avuto l'effetto desiderato e sono rimasto deluso.;1
56;Importante che n ingeriamo sostanze tossiche;� importante che non ingeriamo sostanze tossiche. Questo prodotto sembra non soddisfare tale requisito. Da evitare.;1
57;Difficili da deglutire;Questi prodotti sono difficili da deglutire. La dimensione o la consistenza li rende scomodi da assumere.;1
58;Buono;Buono. Sono soddisfatto di questo prodotto. Ha funzionato come previsto e mi ha dato buoni risultati.;1
59;Soldi spesi male?;Ho speso male i soldi? S�, purtroppo. Questo prodotto non ha corrisposto alle mie aspettative e mi sono pentito dell'acquisto.;1
60;Per me non funziona ..;Purtroppo, per me questo prodotto non funziona. Non ha risolto il mio problema e sono deluso dai risultati ottenuti.;1
61;non è cambiato nulla!;Sono deluso da questo prodotto perch� non ha apportato alcun cambiamento. Nonostante l'uso continuativo, non ho riscontrato alcun beneficio o miglioramento. Mi aspettavo risultati visibili, ma purtroppo non � stato cos�. Non posso consigliare l'acquisto di questo prodotto se si cerca un effetto tangibile. � stato uno spreco di tempo e denaro.;1
62;Benefici già dopo una settimana;Sono rimasto sorpreso dai benefici ottenuti gi� dopo una settimana di utilizzo di questo prodotto. Ho notato un miglioramento evidente e mi sento pi� energico e in salute. Sono soddisfatto dell'acquisto e consiglio questo prodotto a chiunque cerchi un miglioramento del benessere generale. Continuer� ad utilizzarlo per godere di ulteriori benefici.;1
63;Inutile;Questo prodotto � completamente inutile. Non ho notato alcun effetto positivo o beneficio nel suo utilizzo. � stato uno spreco di denaro e mi rammarico di averlo acquistato. Non posso consigliarlo a nessuno, poich� non offre alcun valore o risultati tangibili. Cerca qualcos'altro di pi� efficace per raggiungere i tuoi obiettivi.;1
64;Buon prodotto;Sono molto soddisfatto di questo prodotto. Ha risposto alle mie aspettative e mi ha offerto i benefici desiderati. La qualit� � ottima e ho notato un miglioramento evidente nel mio benessere. Lo consiglio vivamente a chiunque cerchi un prodotto efficace ed affidabile.;1
65;È in pastiglie senza un gusto particolare;Questo prodotto si presenta in comode pastiglie senza un gusto particolare. � facile da assumere e non lascia sgradevoli retrogusti. La confezione � pratica e si pu� portare ovunque. Sono soddisfatto del prodotto e lo consiglio a chiunque cerchi un modo semplice e senza sforzi per assumere i suoi benefici.;1
66;CURCUMA+PIPERINA | ALTO DOSAGGIO;Questo prodotto di curcuma con piperina offre un alto dosaggio di principi attivi. Ho notato un miglioramento nella mia salute e nel benessere generale dopo aver iniziato ad assumerlo. La combinazione di curcuma e piperina � davvero efficace. Sono contento dell'acquisto e consiglio questo prodotto a chiunque cerchi un integratore di alta qualit�.;1
67;Pasticche scomodissime che macchiano;Le pasticche di questo prodotto sono estremamente scomode da assumere. Inoltre, macchiano e lasciano tracce fastidiose. Non mi sento a mio agio nel portarle con me e preferirei un'alternativa pi� pratica. Nonostante ci�, il prodotto in s� potrebbe essere efficace, ma la scomodit� delle pasticche � un fattore negativo da considerare.;1
68;Buon prodotto;Questo prodotto � di buona qualit� e ha soddisfatto le mie aspettative. Ho notato dei benefici nell'utilizzarlo e mi sento meglio nel complesso. La confezione � pratica e facile da utilizzare. Consiglio questo prodotto a chiunque cerchi un'opzione affidabile e di qualit�.;1
69;INUTILI!!!;Questo prodotto � completamente inutile. Non ho riscontrato alcun beneficio o miglioramento nel suo utilizzo. � stata una delusione totale e non posso consigliarlo a nessuno. � stato uno spreco di denaro e mi rammarico di averlo acquistato. Cerca qualcos'altro di pi� efficace per ottenere i risultati desiderati.;1
70;Solo bruciore di stomaco;Purtroppo, l'utilizzo di questo prodotto ha portato solo a un bruciore di stomaco fastidioso. Non ho riscontrato alcun beneficio o miglioramento, ma solo un disagio gastrointestinale. Non posso consigliarlo a causa di questa esperienza negativa. � importante prestare attenzione agli effetti collaterali e cercare alternative pi� sicure.;1
71;Nessun beneficio;Non ho riscontrato alcun beneficio nell'utilizzo di questo prodotto. Nonostante le mie aspettative, non ho notato alcun miglioramento nella mia condizione o nel mio benessere. � stato deludente e non posso consigliarlo a chiunque cerchi un prodotto efficace. � importante cercare alternative che offrano risultati tangibili e soddisfacenti.;1
72;"Niente sudore ""in più""  classici";Ho iniziato ad utilizzare questo prodotto con l'aspettativa di ridurre la sudorazione eccessiva, ma non ho notato alcuna differenza significativa. Non ha fornito alcun beneficio aggiuntivo rispetto ad altri prodotti simili sul mercato. Sono rimasto deluso perch� cercavo un'opzione migliore per gestire il sudore. Non posso consigliarlo sulla base delle mie esperienze.;1
73;Devo ancora usarli ma..;Non ho ancora avuto l'opportunit� di utilizzare questo prodotto, quindi non posso fornire una recensione dettagliata. Tuttavia, sono curioso di sperimentarlo e vedere se corrisponder� alle mie aspettative. Aggiorner� la mia opinione dopo averlo utilizzato per un periodo di tempo sufficiente.;1
74;Mi piacciono;Sono molto soddisfatto di questo prodotto. Ha superato le mie aspettative e mi ha offerto i risultati desiderati. Mi piace la sua efficacia e la sensazione di benessere che mi dona. Continuer� ad utilizzarlo e lo consiglio a chiunque cerchi un prodotto di qualit�.;1
75;Non molto soddisfatta;Non sono molto soddisfatto di questo prodotto. Non ha risposto alle mie aspettative e non ho notato alcun miglioramento significativo. Mi aspettavo di ottenere dei benefici, ma purtroppo non � stato cos�. Non posso consigliarlo a chiunque cerchi un prodotto efficace e soddisfacente. Cerca alternative migliori per ottenere i risultati desiderati.;1
76;Taglie non corrispondenti;Le taglie di questo prodotto non corrispondono alle misure standard. Ho ordinato la mia taglia abituale, ma mi � risultata troppo piccola. Consiglio di prendere una taglia pi� grande per evitare inconvenienti.;1
77;Ottimo prodotto;Questo prodotto � davvero ottimo! La qualit� � eccezionale e ha superato le mie aspettative. Lo consiglio vivamente a chiunque cerchi un prodotto di alta qualit�.;1
78;Non aumentano la sudorazione;Nonostante le promesse, questi prodotti non aumentano la sudorazione come dichiarato. Ho usato il prodotto regolarmente, ma non ho riscontrato alcun effetto significativo. Sconsiglio l'acquisto per questo scopo specifico.;1
79;Le taglie vestono piccole.;Le taglie di questi prodotti vestono piccole, quindi consiglio di ordinare una taglia pi� grande rispetto a quella solita. Ho dovuto restituire il prodotto a causa di questo problema.;1
80;Non aspettiamoci miracoli;Non bisogna aspettarsi miracoli da questo prodotto. Ha delle funzionalit� limitate e non ha portato risultati straordinari. � importante avere aspettative realistiche.;1
81;Così Così;La mia esperienza con questo prodotto � stata cos� cos�. Non mi ha del tutto convinto, ma neanche deluso completamente. Ha funzionato in modo accettabile, ma niente di eccezionale.;1
82;Brutti e poco funzionali;Questi prodotti sono brutti esteticamente e non sono molto funzionali. Non li consiglio a chi cerca un prodotto dal design gradevole e pratico.;1
83;Buon acquisto occhio alla taglia;Ho fatto un buon acquisto, ma bisogna fare attenzione alle taglie. � importante controllare le misure prima di ordinare per assicurarsi di prendere la taglia giusta.;1
84;Credo sia meglio una taglia in più;Ritengo che sarebbe stato meglio prendere una taglia in pi� rispetto a quella solita. Il prodotto mi sta un po' stretto e sarebbe stato pi� comodo avere una taglia leggermente pi� grande.;1
85;Vestibilità perfetta;La vestibilit� di questo prodotto � perfetta! Si adatta perfettamente al mio corpo e mi fa sentire a mio agio. Sono molto soddisfatto dell'acquisto.;1
86;Bello;Questo prodotto � bello esteticamente. Mi piace il suo design e l'aspetto che conferisce. � un piacere indossarlo.;1
87;Speriamo bene;Speriamo che questo prodotto dia buoni risultati. Non posso ancora dare un giudizio definitivo, ma sono fiducioso nell'efficacia del prodotto.;1
88;Non male ma da perfezionare;Non � male, ma ci sono ancora degli aspetti che potrebbero essere perfezionati. Il prodotto ha funzionato, ma ci sono alcune migliorie che potrebbero rendere l'esperienza utente migliore.;1
89;Pessima qualità e praticamente immettibili;La qualit� di questi prodotti � pessima e praticamente non sono indossabili. Mi sono pentito dell'acquisto a causa del loro basso livello di qualit�.;1
90;Lascia le pelle molto morbida;Questo prodotto lascia la pelle molto morbida. Sono rimasto piacevolmente sorpreso dalla sua efficacia nel rendere la pelle liscia e morbida al tatto.;1
91;Effetto sauna;Questo prodotto ha un effetto sauna fantastico. Mi fa sudare abbondantemente durante gli allenamenti. Consigliato per chi cerca un'esperienza intensa.;1
92;Con 32gb dopo 5 ore di registrazione la scheda è piena;Sono rimasto deluso da questo prodotto. Dopo soli 5 ore di registrazione, la scheda di memoria da 32 GB si � riempita. Non � abbastanza capiente per le mie esigenze.;1
93;ISTRUZIONI IN ITALIANO? NO!;Purtroppo, le istruzioni di questo prodotto non sono in italiano. � un inconveniente non poter capire completamente come utilizzarlo correttamente.;1
94;Prodotto durato poco;Il prodotto ha avuto una durata molto breve. Sono rimasto deluso dal fatto che si sia guastato cos� presto.;1
95;Ti vendono la luna ma in effetti è solo una foto della luna;Mi hanno venduto la luna, ma in realt� era solo una foto della luna. Non ha soddisfatto le mie aspettative e mi sono sentito ingannato.;1
96;Passare oltre...;Non c'� molto da dire su questo prodotto. Non ha lasciato un'impressione duratura. Passate oltre.;1
97;per il prezzo non si deve pretendere ma....;Considerando il prezzo, non si pu� pretendere molto da questo prodotto. Ha alcune limitazioni, ma � accettabile dato il costo.;1
98;Fa pena!;Questo prodotto fa pena. Non funziona come dovrebbe e mi ha deluso completamente.;1
99;Non funziona;Sfortunatamente, questo prodotto non funziona affatto. Non ha avuto alcun effetto o risultato.;1
100;Ottimo rapporto qualità/prezzo.;Questo prodotto offre un ottimo rapporto qualit�/prezzo. Sono molto soddisfatto dell'acquisto e lo consiglio senza riserve.;1
101;Rileva movimento solo a pochi centimetri. Ripresa brevissime.;Il sensore di movimento di questo prodotto rileva il movimento solo a pochi centimetri di distanza. Le riprese sono brevi e limitate.;1
102;Ottimo rapporto qualità prezzo;Questo prodotto ha un ottimo rapporto qualit�/prezzo. Funziona bene e mi ha dato buoni risultati.;1
103;Buono;Un prodotto buono. Svolge il suo lavoro come promesso e non ho avuto problemi.;1
104;Fa il suo lavoro;Questo prodotto fa il suo lavoro. � affidabile e mi ha aiutato nelle mie attivit� quotidiane.;1
105;Richiesto il reso. Ha funzionato una volta sola.;Ho richiesto il reso di questo prodotto. Ha funzionato solo una volta e sono rimasto deluso dalla sua scarsa durata.;1
106;Che non serve a nulla!!!;Sono deluso da questo prodotto, poich� non ha dimostrato alcuna utilit�. Non ho notato alcun beneficio o miglioramento nell'utilizzarlo. � stato uno spreco di tempo e denaro. Non posso consigliare l'acquisto di questo prodotto a nessuno, poich� non offre alcun valore aggiunto. Cerca qualcos'altro di pi� efficace e utile per soddisfare le tue esigenze.;1
107;Scarso;Questo prodotto si � rivelato scarso sotto diversi aspetti. La qualit� � inferiore alle aspettative e non ha soddisfatto le mie necessit�. Non posso consigliarlo a causa di queste carenze evidenti. � importante cercare alternative di migliore qualit� per ottenere risultati soddisfacenti.;1
108;Non la riprenderei;Non riprenderei mai pi� questo prodotto. Non ha soddisfatto le mie aspettative e non ha offerto i risultati desiderati. Ho riscontrato diversi problemi durante l'utilizzo e non mi sento a mio agio nel raccomandarlo. Cerca alternative migliori che offrano una migliore esperienza d'uso.;1
109;Funziona bene;Sono rimasto soddisfatto del modo in cui questo prodotto funziona. Ha dimostrato un'efficacia notevole e ha soddisfatto le mie aspettative. Mi sento sicuro nell'acquistarlo e lo consiglio a chiunque cerchi un prodotto che funzioni bene e offra risultati positivi.;1
110;Discreto prodotto;Questo prodotto si � rivelato discreto. Non � eccezionale, ma nemmeno del tutto insoddisfacente. Ha svolto il suo compito in modo adeguato, ma non ha superato le aspettative. Se cerchi una soluzione di base, potrebbe essere sufficiente, ma se vuoi qualcosa di pi�, potresti considerare alternative pi� avanzate.;1
111;Limitato;Questo prodotto � molto limitato nelle sue funzionalit�. Non offre molte opzioni o possibilit� di personalizzazione. Ho trovato questa limitazione deludente e non posso consigliarlo a chi cerca un prodotto versatile e completo. Cerca alternative che offrano una maggiore flessibilit� e funzionalit�.;1
112;Fa il suo dovere;Sono soddisfatto di questo prodotto perch� fa il suo dovere in modo adeguato. Non ha caratteristiche eccezionali, ma svolge la sua funzione in modo affidabile. Se cerchi un prodotto semplice ed efficiente, potrebbe essere una buona scelta.;1
113;Non vale niente!;Questo prodotto non vale assolutamente nulla. Non ha soddisfatto le mie aspettative e non ha offerto alcun valore. � stato uno spreco di denaro e mi rammarico di averlo acquistato. Non posso consigliarlo a nessuno, poich� non offre alcun beneficio tangibile.;1
114;angolo di ripresa;Sono rimasto deluso dall'angolo di ripresa di questo prodotto. Non ha soddisfatto le mie aspettative in termini di copertura e visibilit�. Se hai bisogno di un'ampia angolazione, ti consiglio di cercare alternative con caratteristiche migliori in questo senso.;1
115;Insoddisfatto;Sono insoddisfatto di questo prodotto. Non ha fornito i risultati desiderati e ho riscontrato diverse problematiche durante l'utilizzo. Non posso consigliarlo a causa di queste esperienze negative. Cerca alternative che offrano una maggiore soddisfazione e affidabilit�.;1
116;Per una telecamera spia non avere la ripresa notte è un endicap importante..;Per una telecamera spia, non avere la capacit� di ripresa notturna rappresenta un handicap significativo. Questa limitazione riduce considerevolmente l'utilit� del prodotto in determinate situazioni. Se hai bisogno di una telecamera spia che funzioni anche di notte, ti consiglio di valutare altre opzioni sul mercato.;1
117;FA IL SUO DOVERE;Questo prodotto fa il suo dovere in modo adeguato. Non � eccezionale, ma svolge la sua funzione in modo affidabile. Se stai cercando un prodotto117;1
118;Videocamera scarsa;Questa videocamera si � rivelata scarsa sotto diversi aspetti. La qualit� delle riprese non � all'altezza delle aspettative e ho riscontrato problemi durante l'utilizzo. Non posso raccomandarla a causa di queste carenze evidenti. Cerca alternative di migliore qualit� per ottenere risultati soddisfacenti.;1
119;Non acquistare;Sconsiglio vivamente l'acquisto di questo prodotto. Non ha soddisfatto le mie aspettative e ho riscontrato numerosi problemi durante l'utilizzo. � stato un vero spreco di denaro e mi rammarico di averlo comprato. Cerca alternative migliori che offrano una migliore esperienza d'uso.;1
120;Non male;Questo prodotto non � male. Non � eccezionale, ma ha offerto risultati accettabili. Se hai bisogno di una soluzione di base senza aspettarti prestazioni straordinarie, potrebbe fare al caso tuo. Tuttavia, se cerchi qualcosa di pi� avanzato, potresti voler considerare alternative pi� performanti.;1
121;Soldi buttati;Soldi buttati. Questo prodotto non ha soddisfatto le mie aspettative. Non ha funzionato come promesso e mi ha deluso completamente. Non consiglio l'acquisto.;1
122;DELUSA! non sono come sembrano;Sono delusa da questo prodotto. Non sono come sembrano. La qualit� � scadente e non hanno corrisposto alle mie aspettative. Mi aspettavo di pi� e sono rimasta delusa dall'acquisto.;1
123;Carini.;Questi prodotti sono carini. Hanno un aspetto gradevole e piacevole. Sono soddisfatto dell'aspetto estetico dei prodotti.;1
124;Che delusione sono usati;Che delusione, questi prodotti sono usati. Non sono arrivati in condizioni nuove come mi aspettavo. Sono rimasto deluso dall'acquisto.;1
125;Solo due funzionano;Solo due di questi prodotti funzionano. Gli altri non hanno dato segni di vita. Non sono soddisfatto della loro affidabilit�.;1
126;Sono belli e funzionano;Questi prodotti sono belli esteticamente e funzionano correttamente. Sono soddisfatto dell'aspetto e delle prestazioni dei prodotti.;1
127;Non e' sempre buono risparmiare.;Non � sempre buono risparmiare. Questo prodotto a basso costo ha dimostrato di essere di scarsa qualit�. � importante investire in prodotti affidabili.;1
128;Batteria iPhone 7 📱;Ho acquistato la batteria per iPhone 7. � stata una scelta conveniente e ha risolto i problemi di durata della batteria del mio telefono.;1
129;Contenuto corretto  prestazioni appena sufficienti;Il contenuto di questo prodotto � corretto, ma le prestazioni sono appena sufficienti. Non mi ha impressionato particolarmente.;1
130;Pessima  pessima custodia;Questa custodia � pessima, di bassa qualit�. Non protegge adeguatamente il dispositivo e sono rimasto deluso dall'acquisto.;1
131;COVER BUONA MOSCHETTONE DI BASSA QUALITA;La cover � buona, ma il moschettone � di bassa qualit�. Non � sicuro e non riesce a garantire una tenuta adeguata. Sconsiglio l'acquisto per chi cerca una cover sicura.;1
132;Mi aspettavo di più..;Mi aspettavo di pi� da questo prodotto. Non ha superato le mie aspettative in termini di prestazioni e funzionalit�. Sono rimasto un po' deluso.;1
133;Buona ma non ottima;Questa custodia � buona, ma non ottima. Ha svolto il suo lavoro di protezione, ma ci sono alcune migliorie che potrebbero renderla migliore.;1
134;Troppo leggero me lo aspettavo più fruttato e persistente;Questo prodotto � troppo leggero. Mi aspettavo un aroma pi� fruttato e persistente. Non ha soddisfatto il mio gusto personale.;1
135;pessimo;Questo prodotto � pessimo. Non funziona come promesso e mi ha deluso completamente. Sconsiglio l'acquisto.;1
136;Prodotto difettoso;Sono rimasto deluso da questo prodotto difettoso. Non funziona come dovrebbe e ho incontrato diversi problemi. Non posso consigliarlo.;1
137;Buono ma non buonissimo…;Le prestazioni di questo prodotto sono buone, ma non eccellenti. Mi aspettavo qualcosa di pi� considerando il prezzo. � comunque accettabile.;1
138;Dopo una settimana la batteria non regge;Dopo appena una settimana, la batteria di questo prodotto non regge pi�. � un inconveniente fastidioso che ne limita l'utilizzo a lungo termine.;1
139;Audio un po' scarso  ma comode e con un'ottima batteria;L'audio di queste cuffie � un po' scarso, ma sono comode da indossare e la batteria dura a lungo. Sono adatte per un utilizzo quotidiano.;1
